Journal-name	ISSN	eISSN	category	2021-JIF	JIF-Quartile	2021-JCI
Ayer	1134-2277	2255-5838	HISTORY - AHCI	N/A	N/A	0.35
Journal of Holy Land and Palestine Studies	2054-1988	2054-1996	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	1.21
Journal of Modern European History	1611-8944	2631-9764	HISTORY - AHCI	N/A	N/A	0.81
REVUE PHILOSOPHIQUE DE LOUVAIN	0035-3841	1783-1768	PHILOSOPHY - AHCI	N/A	N/A	0.06
SYNTHESE	0039-7857	1573-0964	HISTORY & PHILOSOPHY OF SCIENCE - AHCI$PHILOSOPHY - AHCI	N/A	N/A	2.24
INTERNATIONAL JOURNAL OF AMERICAN LINGUISTICS	0020-7071	1545-7001	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.31
STUDIES IN THE HISTORY OF GARDENS & DESIGNED LANDSCAPES	1460-1176	1943-2186	ARCHITECTURE - AHCI	N/A	N/A	0.61
FILM QUARTERLY	0015-1386	1533-8630	FILM, RADIO, TELEVISION - AHCI	N/A	N/A	0.68
Journal of Quranic Studies	1465-3591	1755-1730	RELIGION - AHCI	N/A	N/A	0.74
American Nineteenth Century History	1466-4658	1743-7903	HISTORY - AHCI	N/A	N/A	0.61
ZEITSCHRIFT FUR PHILOSOPHISCHE FORSCHUNG	0044-3301	1439-2615	PHILOSOPHY - AHCI	N/A	N/A	0.21
Journal of the Musical Arts in Africa	1812-1004	2070-626X	MUSIC - AHCI	N/A	N/A	0.79
CHASQUI-REVISTA DE LITERATURA LATINOAMERICANA	0145-8973	2327-4247	LITERARY REVIEWS - AHCI	N/A	N/A	0.81
CAMBRIAN MEDIEVAL CELTIC STUDIES	1353-0089	1353-0089	MEDIEVAL & RENAISSANCE STUDIES - AHCI	N/A	N/A	0.83
EARLY AMERICAN LITERATURE	0012-8163	1534-147X	LITERATURE, AMERICAN - AHCI	N/A	N/A	1.42
Journal of Asian Architecture and Building Engineering	1346-7581	1347-2852	ARCHITECTURE - AHCI	N/A	N/A	0.93
Vingtieme Siecle-Revue d Histoire	0294-1759	1950-6678	HISTORY - AHCI	N/A	N/A	0.39
SEFARAD	0037-0894	1988-320X	RELIGION - AHCI	N/A	N/A	0.30
CLASSICAL QUARTERLY	0009-8388	1471-6844	CLASSICS - AHCI	N/A	N/A	1.17
HISTORY TODAY	0018-2753	N/A	HISTORY - AHCI	N/A	N/A	0.11
Historia-Santiago	0717-7194	0717-7194	HISTORY - AHCI	N/A	N/A	0.53
International Journal of Bilingualism	1367-0069	1756-6878	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	2.05
SAECULUM	0080-5319	N/A	HISTORY - AHCI	N/A	N/A	0.12
ACTA MUSICOLOGICA	0001-6241	N/A	MUSIC - AHCI	N/A	N/A	0.32
European Legacy-Toward New Paradigms	1084-8770	1470-1316	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.63
POETRY REVIEW	0032-2156	N/A	POETRY - AHCI	N/A	N/A	0.00
Proyecto Progreso Arquitectura	2171-6897	2173-1616	ARCHITECTURE - AHCI	N/A	N/A	0.53
European Journal of English Studies	1382-5577	1744-4233	CULTURAL STUDIES - AHCI$LANGUAGE & LINGUISTICS - AHCI$LITERATURE - AHCI	N/A	N/A	0.75
Nexus Network Journal	1590-5896	1522-4600	ARCHITECTURE - AHCI	N/A	N/A	0.62
STUDIES IN ROMANTICISM	0039-3762	2330-118X	LITERATURE - AHCI	N/A	N/A	1.26
Dynamis	0211-9536	N/A	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	0.25
VICTORIAN STUDIES	0042-5222	1527-2052	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	1.69
British Journal of Music Education	0265-0517	1469-2104	MUSIC - AHCI	N/A	N/A	1.40
Revista de Filosofia	0034-8236	0718-4360	PHILOSOPHY - AHCI	N/A	N/A	0.10
SYMPOSIUM-A QUARTERLY JOURNAL IN MODERN LITERATURES	0039-7709	1931-0676	LITERATURE - AHCI	N/A	N/A	0.40
CRITICAL INQUIRY	0093-1896	1539-7858	CULTURAL STUDIES - AHCI	N/A	N/A	1.27
DICKENS QUARTERLY	0742-5473	N/A	LITERATURE, BRITISH ISLES - AHCI	N/A	N/A	1.77
Third Text	0952-8822	1475-5297	ART - AHCI	N/A	N/A	0.79
Episteme-A Journal of Individual and Social Epistemology	1742-3600	1750-0117	PHILOSOPHY - AHCI	N/A	N/A	2.99
JOURNAL OF THE AMERICAN ORIENTAL SOCIETY	0003-0279	2169-2289	ASIAN STUDIES - AHCI	N/A	N/A	0.84
PHILOSOPHY & SOCIAL CRITICISM	0191-4537	1461-734X	PHILOSOPHY - AHCI	N/A	N/A	0.88
AMERICAN LITERATURE	0002-9831	1527-2117	LITERATURE, AMERICAN - AHCI	N/A	N/A	1.35
Animation-An Interdisciplinary Journal	1746-8477	1746-8485	FILM, RADIO, TELEVISION - AHCI	N/A	N/A	0.45
PHILOSOPHY AND LITERATURE	0190-0013	1086-329X	LITERARY THEORY & CRITICISM - AHCI$LITERATURE - AHCI	N/A	N/A	0.73
PENSAMIENTO	0031-4749	2386-5822	PHILOSOPHY - AHCI	N/A	N/A	0.16
THOMIST	0040-6325	N/A	PHILOSOPHY - AHCI$RELIGION - AHCI	N/A	N/A	0.59
JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY	0278-4165	1090-2686	ARCHAEOLOGY - AHCI	N/A	N/A	1.60
JOURNAL OF PRESBYTERIAN HISTORY	1521-9216	1521-9216	RELIGION - AHCI	N/A	N/A	0.00
Asclepio-Revista de Historia de la Medicina y de la Ciencia	0210-4466	1988-3102	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	0.16
MUSIC PERCEPTION	0730-7829	N/A	MUSIC - AHCI	N/A	N/A	2.33
Literature Compass	1741-4113	1741-4113	LITERATURE - AHCI	N/A	N/A	3.24
FOLKLORE	0015-587X	1469-8315	FOLKLORE - AHCI	N/A	N/A	2.01
ANNALS OF SCIENCE	0003-3790	1464-505X	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	0.23
UNIVERSITY OF TORONTO QUARTERLY	0042-0247	1712-5278	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.66
WESTERN AMERICAN LITERATURE	0043-3462	1948-7142	LITERATURE, AMERICAN - AHCI	N/A	N/A	0.74
JOURNAL OF THE BRITISH SOCIETY FOR PHENOMENOLOGY	0007-1773	2332-0486	PHILOSOPHY - AHCI	N/A	N/A	0.82
LEONARDO MUSIC JOURNAL	0961-1215	1531-4812	MUSIC - AHCI	N/A	N/A	0.37
ATHENAEUM-STUDI PERIODICI DI LETTERATURA E STORIA DELL ANTICHITA	0004-6574	0004-6574	CLASSICS - AHCI	N/A	N/A	1.21
Teaching Philosophy	0145-5788	2153-6619	PHILOSOPHY - AHCI	N/A	N/A	0.53
REVUE D HISTOIRE LITTERAIRE DE LA FRANCE	0035-2411	2105-2689	LITERATURE, ROMANCE - AHCI	N/A	N/A	0.10
Manuscrito	0100-6045	2317-630X	PHILOSOPHY - AHCI	N/A	N/A	0.27
ESSAYS IN CRITICISM	0014-0856	1471-6852	LITERATURE - AHCI	N/A	N/A	1.08
VICTORIAN POETRY	0042-5206	1530-7190	POETRY - AHCI	N/A	N/A	0.78
NEAR EASTERN ARCHAEOLOGY	1094-2076	2325-5404	ARCHAEOLOGY - AHCI	N/A	N/A	0.57
CLASSICAL JOURNAL	0009-8353	2327-5812	CLASSICS - AHCI	N/A	N/A	1.04
Milli Folklor	1300-3984	2146-8087	FOLKLORE - AHCI	N/A	N/A	0.32
Philosophical Issues	1533-6077	1758-2237	PHILOSOPHY - AHCI	N/A	N/A	1.82
Grey Room	1526-3819	1536-0105	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	1.23
Transylvanian Review	1221-1249	N/A	HISTORY - AHCI	N/A	N/A	0.19
Archiv fur Papyrusforschung und Verwandte Gebiete	0066-6459	1867-1551	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.39
SOCIAL HISTORY OF MEDICINE	0951-631X	1477-4666	HISTORY & PHILOSOPHY OF SCIENCE - AHCI$HISTORY - AHCI	N/A	N/A	2.10
Leviathan-A Journal of Melville Studies	1525-6995	1750-1849	LITERATURE, AMERICAN - AHCI	N/A	N/A	1.28
Italianistica-Rivista di letteratura Italiana	0391-3368	1724-1677	LITERATURE, ROMANCE - AHCI	N/A	N/A	0.63
Language and Education	0950-0782	1747-7581	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.91
Austrian Studies	1350-7532	2222-4262	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.24
Journal of Specialised Translation	1740-357X	1740-357X	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.46
Eighteenth-Century Fiction	0840-6286	1911-0243	LITERATURE - AHCI	N/A	N/A	1.18
Language and Cognition	1866-9808	1866-9859	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.55
JOURNAL OF INTERDISCIPLINARY HISTORY	0022-1953	1530-9169	HISTORY - AHCI	N/A	N/A	2.84
Modern Theology	0266-7177	1468-0025	RELIGION - AHCI	N/A	N/A	0.85
Dialog-A Journal of Theology	0012-2033	1540-6385	RELIGION - AHCI	N/A	N/A	0.43
BYU Studies Quarterly	2167-8472	2167-8480	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.20
Journal of Roman Archaeology	1047-7594	2331-5709	ARCHAEOLOGY - AHCI	N/A	N/A	0.22
Buildings & Landscapes-Journal of the Vernacular Architecture Forum	1936-0886	1934-6832	ARCHITECTURE - AHCI	N/A	N/A	0.79
PONTE	0032-423X	N/A	LITERARY REVIEWS - AHCI	N/A	N/A	0.05
STORIA DELL ARTE	0392-4513	N/A	ART - AHCI	N/A	N/A	0.04
Cultural Studies-Critical Methodologies	1532-7086	1552-356X	CULTURAL STUDIES - AHCI	N/A	N/A	0.78
JOURNAL OF LITERARY SEMANTICS	0341-7638	1613-3838	LANGUAGE & LINGUISTICS - AHCI$LITERATURE - AHCI	N/A	N/A	2.20
Acta Theologica	1015-8758	2309-9089	RELIGION - AHCI	N/A	N/A	0.53
SOBORNOST INCORPORATING EASTERN CHURCHES REVIEW	0144-8722	N/A	RELIGION - AHCI	N/A	N/A	0.11
LANDFALL	0023-7930	N/A	LITERARY REVIEWS - AHCI	N/A	N/A	0.76
DAEDALUS	0011-5266	1548-6192	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	2.57
CATHOLIC HISTORICAL REVIEW	0008-8080	1534-0708	HISTORY - AHCI	N/A	N/A	0.46
Archivo Espanol de Arqueologia	0066-6742	1988-3110	ARCHAEOLOGY - AHCI	N/A	N/A	0.15
JOURNAL OF PACIFIC HISTORY	0022-3344	1469-9605	HISTORY - AHCI	N/A	N/A	1.63
Transactions of the American Philological Association	0360-5949	1533-0699	CLASSICS - AHCI	N/A	N/A	1.66
BULLETIN MONUMENTAL	0007-473X	N/A	ARCHAEOLOGY - AHCI$ARCHITECTURE - AHCI	N/A	N/A	0.08
LATIN AMERICAN MUSIC REVIEW-REVISTA DE MUSICA LATINOAMERICANA	0163-0350	1536-0199	MUSIC - AHCI	N/A	N/A	0.63
Cambridge Opera Journal	0954-5867	1474-0621	MUSIC - AHCI	N/A	N/A	0.47
KEATS-SHELLEY JOURNAL	0453-4387	N/A	POETRY - AHCI	N/A	N/A	0.00
ARCHIV FUR REFORMATIONSGESCHICHTE-ARCHIVE FOR REFORMATION HISTORY	0003-9381	2198-0489	HISTORY - AHCI	N/A	N/A	0.34
Syntax and Semantics	0092-4563	N/A	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.41
WOMENS STUDIES-AN INTERDISCIPLINARY JOURNAL	0049-7878	1547-7045	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.41
Sino-Christian Studies	1990-2670	2224-6606	RELIGION - AHCI	N/A	N/A	0.24
First Language	0142-7237	1740-2344	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.27
DOWN BEAT	0012-5768	0012-5768	MUSIC - AHCI	N/A	N/A	0.00
HISTORIAN	0018-2370	1540-6563	HISTORY - AHCI	N/A	N/A	0.51
Early China	0362-5028	2325-2324	ASIAN STUDIES - AHCI	N/A	N/A	1.24
NEUE RUNDSCHAU	0028-3347	N/A	LITERARY REVIEWS - AHCI	N/A	N/A	0.32
Journal of Philosophical Research	1053-8364	2153-7984	PHILOSOPHY - AHCI	N/A	N/A	0.66
Anuario Calderoniano	1888-8046	N/A	LITERATURE, ROMANCE - AHCI	N/A	N/A	0.38
THEORETICAL LINGUISTICS	0301-4428	1613-4060	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.06
ROMANISCHE FORSCHUNGEN	0035-8126	1864-0737	LITERATURE, ROMANCE - AHCI	N/A	N/A	1.96
POETICA-ZEITSCHRIFT FUR SPRACH-UND LITERATURWISSENSCHAFT	0303-4178	2589-0530	LANGUAGE & LINGUISTICS - AHCI$LITERATURE - AHCI	N/A	N/A	0.42
CAHIERS DU MONDE RUSSE	1252-6576	1777-5388	HISTORY - AHCI	N/A	N/A	0.56
REVUE DU NORD	0035-2624	2271-7005	HISTORY - AHCI	N/A	N/A	0.04
AMERICAN MUSIC	0734-4392	1945-2349	MUSIC - AHCI	N/A	N/A	0.17
LATE IMPERIAL CHINA	0884-3236	1086-3257	HISTORY - AHCI	N/A	N/A	0.81
JOURNAL OF ROMAN STUDIES	0075-4358	1753-528X	CLASSICS - AHCI	N/A	N/A	3.96
HARVARD THEOLOGICAL REVIEW	0017-8160	1475-4517	RELIGION - AHCI	N/A	N/A	0.98
QUADERNI STORICI	0301-6307	2612-1972	HISTORY - AHCI	N/A	N/A	0.04
Ab Imperio-Studies of New Imperial History and Nationalism in the Post-Soviet Space	2166-4072	2164-9731	HISTORY - AHCI	N/A	N/A	0.74
World Literature Studies	1337-9275	1337-9690	LITERATURE - AHCI	N/A	N/A	0.76
REVUE DE LINGUISTIQUE ROMANE	0035-1458	N/A	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.12
Rijksmuseum Bulletin	1877-8127	N/A	ART - AHCI	N/A	N/A	0.33
JOURNAL OF FILM AND VIDEO	0742-4671	1934-6018	FILM, RADIO, TELEVISION - AHCI	N/A	N/A	0.51
MUSIC ANALYSIS	0262-5245	1468-2249	MUSIC - AHCI	N/A	N/A	0.87
AGRICULTURAL HISTORY REVIEW	0002-1490	0002-1490	HISTORY - AHCI	N/A	N/A	1.67
RELIGION	0048-721X	1096-1151	RELIGION - AHCI	N/A	N/A	2.55
Bronte Studies	1474-8932	1745-8226	LITERATURE, BRITISH ISLES - AHCI	N/A	N/A	0.81
English Today	0266-0784	1474-0567	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.99
POLIS	0142-257X	2051-2996	CLASSICS - AHCI	N/A	N/A	0.64
Babel-Revue Internationale de la Traduction-International Journal of Translation	0521-9744	1569-9668	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.21
European Journal of Jewish Studies	1025-9996	1872-471X	HISTORY - AHCI$RELIGION - AHCI	N/A	N/A	0.49
DICKENSIAN	0012-2440	0012-2440	LITERATURE, BRITISH ISLES - AHCI	N/A	N/A	1.83
RENAISSANCE QUARTERLY	0034-4338	1935-0236	MEDIEVAL & RENAISSANCE STUDIES - AHCI	N/A	N/A	3.26
ENGLISH HISTORICAL REVIEW	0013-8266	1477-4534	HISTORY - AHCI	N/A	N/A	1.88
Archeologicke Rozhledy	0323-1267	N/A	ARCHAEOLOGY - AHCI	N/A	N/A	0.33
Perspective-Actualite en Histoire de L Art	1777-7852	1777-7852	ART - AHCI	N/A	N/A	0.10
NOVEL-A FORUM ON FICTION	0029-5132	1945-8509	LITERATURE - AHCI	N/A	N/A	2.52
Revolutionary Russia	0954-6545	1743-7873	HISTORY - AHCI	N/A	N/A	1.47
ZEITSCHRIFT FUR ANTIKES CHRISTENTUM-JOURNAL OF ANCIENT CHRISTIANITY	0949-9571	1612-961X	RELIGION - AHCI	N/A	N/A	0.64
MODERNISM-MODERNITY	1071-6068	1080-6601	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.68
EUROPE-REVUE LITTERAIRE MENSUELLE	0014-2751	0014-2751	LITERARY REVIEWS - AHCI	N/A	N/A	0.21
REVUE DES SCIENCES PHILOSOPHIQUES ET THEOLOGIQUES	0035-2209	2118-4445	PHILOSOPHY - AHCI$RELIGION - AHCI	N/A	N/A	0.13
Trabajos de Prehistoria	0082-5638	1988-3218	ARCHAEOLOGY - AHCI	N/A	N/A	1.04
Curator-The Museum Journal	0011-3069	2151-6952	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	2.67
Method & Theory in the Study of Religion	0943-3058	1570-0682	RELIGION - AHCI	N/A	N/A	1.33
Turkish Historical Review	1877-5454	1877-5462	HISTORY - AHCI	N/A	N/A	0.84
STUDI E PROBLEMI DI CRITICA TESTUALE	0049-2361	N/A	LANGUAGE & LINGUISTICS - AHCI$LITERATURE, ROMANCE - AHCI	N/A	N/A	0.29
MODERN PHILOLOGY	0026-8232	1545-6951	LANGUAGE & LINGUISTICS - AHCI$LITERATURE - AHCI	N/A	N/A	0.67
KENNEDY INSTITUTE OF ETHICS JOURNAL	1054-6863	1086-3249	PHILOSOPHY - AHCI	N/A	N/A	1.19
Contemporary European History	0960-7773	1469-2171	HISTORY - AHCI	N/A	N/A	2.21
MODERN LANGUAGE QUARTERLY	0026-7929	N/A	LITERATURE - AHCI	N/A	N/A	2.12
Jewish History	0334-701X	1572-8579	HISTORY - AHCI	N/A	N/A	0.70
LAVAL THEOLOGIQUE ET PHILOSOPHIQUE	0023-9054	1703-8804	PHILOSOPHY - AHCI$RELIGION - AHCI	N/A	N/A	0.11
THEORIA-REVISTA DE TEORIA HISTORIA Y FUNDAMENTOS DE LA CIENCIA	0495-4548	2171-679X	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	0.40
JOURNAL OF MODERN HISTORY	0022-2801	1537-5358	HISTORY - AHCI	N/A	N/A	2.44
RIVISTA DI STORIA E LETTERATURA RELIGIOSA	0035-6573	2035-7583	RELIGION - AHCI	N/A	N/A	0.06
SOUTH ATLANTIC QUARTERLY	0038-2876	1527-8026	CULTURAL STUDIES - AHCI$LITERARY REVIEWS - AHCI	N/A	N/A	11.49
NEW YORK REVIEW OF BOOKS	0028-7504	1944-7744	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.58
Philosophical Perspectives	1520-8583	1758-2245	PHILOSOPHY - AHCI	N/A	N/A	2.00
Spiritus-A Journal of Christian Spirituality	1533-1709	1535-3117	RELIGION - AHCI	N/A	N/A	0.33
Missouri Review	0191-1961	1548-9930	LITERARY REVIEWS - AHCI	N/A	N/A	0.34
Journal of Belgian History-Revue Belge d Histoire Contemporaine-Belgisch Tijdschrift voor Nieuwste Geschiedenis	0035-0869	N/A	HISTORY - AHCI	N/A	N/A	0.51
INTERNATIONAL LABOR AND WORKING-CLASS HISTORY	0147-5479	1471-6445	HISTORY - AHCI	N/A	N/A	0.77
LANGUE FRANCAISE	0023-8368	1957-7982	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.07
LOTUS INTERNATIONAL	1124-9064	N/A	ARCHITECTURE - AHCI	N/A	N/A	0.00
JOURNAL OF BAND RESEARCH	0021-9207	N/A	MUSIC - AHCI	N/A	N/A	0.13
Historical Review-La Revue Historique	1790-3572	1791-7603	HISTORY - AHCI	N/A	N/A	0.16
Ethics and Information Technology	1388-1957	1572-8439	PHILOSOPHY - AHCI	N/A	N/A	3.11
International Journal of Architectural Heritage	1558-3058	1558-3066	ARCHITECTURE - AHCI	N/A	N/A	2.75
Allgemeine Zeitschrift fur Philosophie	0340-7969	N/A	PHILOSOPHY - AHCI	N/A	N/A	0.07
REVISTA DE INDIAS	0034-8341	1988-3188	HISTORY - AHCI	N/A	N/A	0.73
REVIEW OF METAPHYSICS	0034-6632	2154-1302	PHILOSOPHY - AHCI	N/A	N/A	0.25
REVUE THEOLOGIQUE DE LOUVAIN	0080-2654	1783-8401	RELIGION - AHCI	N/A	N/A	0.11
Archnet-IJAR International Journal of Architectural Research	2631-6862	1938-7806	ARCHITECTURE - AHCI	N/A	N/A	3.50
Novoe Literaturnoe Obozrenie	0869-6365	N/A	LITERARY THEORY & CRITICISM - AHCI$LITERATURE, SLAVIC - AHCI	N/A	N/A	0.92
HISTORIA-ZEITSCHRIFT FUR ALTE GESCHICHTE	0018-2311	0018-2311	HISTORY - AHCI	N/A	N/A	1.11
RARITAN-A QUARTERLY REVIEW	0275-1607	N/A	LITERARY REVIEWS - AHCI	N/A	N/A	0.50
Theoria-A Swedish Journal of Philosophy	0040-5825	1755-2567	PHILOSOPHY - AHCI	N/A	N/A	0.72
AMERICAN JEWISH HISTORY	0164-0178	1086-3141	HISTORY - AHCI	N/A	N/A	0.51
Revista Brasileira de Historia	0102-0188	N/A	HISTORY - AHCI	N/A	N/A	0.55
Disegnare Idee Immagini-Ideas Images	1123-9247	1123-9247	ARCHITECTURE - AHCI	N/A	N/A	0.05
Nordic Journal of Linguistics	0332-5865	1502-4717	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.35
NEUE ZEITSCHRIFT FUR SYSTEMATISCHE THEOLOGIE UND RELIGIONSPHILOSOPHIE	0028-3517	1612-9520	PHILOSOPHY - AHCI$RELIGION - AHCI	N/A	N/A	0.30
VOPROSY ISTORII	0042-8779	1938-2561	HISTORY - AHCI	N/A	N/A	0.41
HISTORY WORKSHOP JOURNAL	1363-3554	1477-4569	HISTORY - AHCI	N/A	N/A	2.98
Scandia	0036-5483	N/A	HISTORY - AHCI	N/A	N/A	0.26
Textile-Cloth and Culture	1475-9756	1751-8350	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.70
History of Education & Childrens Literature	1971-1093	1971-1131	HISTORY - AHCI	N/A	N/A	0.35
Archiv Orientalni	0044-8699	N/A	ASIAN STUDIES - AHCI$HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.14
Journal for the Study of the Old Testament	0309-0892	1476-6728	RELIGION - AHCI	N/A	N/A	0.62
JOURNAL OF AESTHETICS AND ART CRITICISM	0021-8529	1540-6245	ART - AHCI$PHILOSOPHY - AHCI	N/A	N/A	2.51
Digital Scholarship in the Humanities	2055-7671	2055-768X	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	2.18
ARQ	0717-6996	0717-6996	ARCHITECTURE - AHCI	N/A	N/A	0.33
CUADERNOS HISPANOAMERICANOS	0011-250X	N/A	LITERARY REVIEWS - AHCI	N/A	N/A	0.68
Hypatia-A Journal of Feminist Philosophy	0887-5367	1527-2001	PHILOSOPHY - AHCI	N/A	N/A	1.19
PUBLISHING HISTORY	0309-2445	N/A	HISTORY - AHCI	N/A	N/A	0.12
Computer Assisted Language Learning	0958-8221	1744-3210	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	3.57
JOURNAL OF AMERICAN FOLKLORE	0021-8715	1535-1882	FOLKLORE - AHCI	N/A	N/A	5.18
GERMAN QUARTERLY	0016-8831	1756-1183	LANGUAGE & LINGUISTICS - AHCI$LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI	N/A	N/A	1.04
CHAUCER REVIEW	0009-2002	1528-4204	LITERATURE, BRITISH ISLES - AHCI$MEDIEVAL & RENAISSANCE STUDIES - AHCI	N/A	N/A	1.48
MEDIA PSYCHOLOGY	1521-3269	1532-785X	FILM, RADIO, TELEVISION - AHCI	N/A	N/A	3.49
Journal of the Society for American Music	1752-1963	1752-1971	MUSIC - AHCI	N/A	N/A	0.99
MUSIC & LETTERS	0027-4224	1477-4631	MUSIC - AHCI	N/A	N/A	0.50
VICTORIAN LITERATURE AND CULTURE	1060-1503	1470-1553	LITERATURE - AHCI	N/A	N/A	1.99
Acta Analytica-International Periodical for Philosophy in the Analytical Tradition	0353-5150	1874-6349	PHILOSOPHY - AHCI	N/A	N/A	0.95
AFRICAN ECONOMIC HISTORY	0145-2258	2163-9108	HISTORY - AHCI	N/A	N/A	0.50
JOURNAL OF MUSICOLOGY	0277-9269	N/A	MUSIC - AHCI	N/A	N/A	0.94
Time & Mind-The Journal of Archaeology Consciousness and Culture	1751-696X	1751-6978	ARCHAEOLOGY - AHCI	N/A	N/A	0.50
Information & Culture	2164-8034	2166-3033	HISTORY - AHCI	N/A	N/A	0.49
SOUTHERN JOURNAL OF PHILOSOPHY	0038-4283	2041-6962	PHILOSOPHY - AHCI	N/A	N/A	1.08
Journal of Cultural Economy	1753-0350	1753-0369	CULTURAL STUDIES - AHCI	N/A	N/A	1.07
Television & New Media	1527-4764	1552-8316	FILM, RADIO, TELEVISION - AHCI	N/A	N/A	3.06
English World-Wide	0172-8865	1569-9730	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.00
ARCHAEOLOGY	0003-8113	1943-5746	ARCHAEOLOGY - AHCI	N/A	N/A	0.00
PHILOSOPHICAL REVIEW	0031-8108	1558-1470	PHILOSOPHY - AHCI	N/A	N/A	5.81
Indonesia and the Malay World	1363-9811	1469-8382	ASIAN STUDIES - AHCI	N/A	N/A	2.13
Language and Intercultural Communication	1470-8477	1747-759X	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.38
HISTORICAL RESEARCH	0950-3471	1468-2281	HISTORY - AHCI	N/A	N/A	1.38
ZEITSCHRIFT DES DEUTSCHEN PALASTINA-VEREINS	0012-1169	N/A	ARCHAEOLOGY - AHCI$ASIAN STUDIES - AHCI	N/A	N/A	0.72
Across Languages and Cultures	1585-1923	1588-2519	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.86
ESTUDIOS FILOLOGICOS	0071-1713	0717-6171	LANGUAGE & LINGUISTICS - AHCI$LITERATURE, ROMANCE - AHCI	N/A	N/A	0.30
WALT WHITMAN QUARTERLY REVIEW	0737-0679	2153-3695	POETRY - AHCI	N/A	N/A	1.12
EUPHORION-ZEITSCHRIFT FUR LITERATURGESCHICHTE	0014-2328	0014-2328	LITERATURE - AHCI	N/A	N/A	0.09
Co-herencia	1794-5887	2539-1208	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.38
ARTIBUS ASIAE	0004-3648	N/A	ART - AHCI$ASIAN STUDIES - AHCI	N/A	N/A	0.37
Taller de Letras	0716-0798	0716-0798	LITERATURE, ROMANCE - AHCI	N/A	N/A	0.20
NINETEENTH CENTURY MUSIC	0148-2076	N/A	MUSIC - AHCI	N/A	N/A	0.26
Natural Language Engineering	1351-3249	1469-8110	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.12
AVANT SCENE OPERA	0295-1371	N/A	MUSIC - AHCI	N/A	N/A	0.00
HISTORICAL JOURNAL	0018-246X	1469-5103	HISTORY - AHCI	N/A	N/A	3.42
Cultural Trends	0954-8963	1469-3690	CULTURAL STUDIES - AHCI$HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	2.53
Dialectologia et Geolinguistica	0942-4040	1867-0903	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.23
Memory Studies	1750-6980	1750-6999	CULTURAL STUDIES - AHCI$HISTORY - AHCI	N/A	N/A	2.77
American Art	1073-9300	1549-6503	ART - AHCI	N/A	N/A	0.60
CAHIERS ELISABETHAINS	0184-7678	2054-4715	LITERATURE, BRITISH ISLES - AHCI	N/A	N/A	0.44
Applied Linguistics Review	1868-6303	1868-6311	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	2.62
