Journal-name	ISSN	eISSN	category	2021-JIF	JIF-Quartile	2021-JCI
Educacion XX1	1139-613X	2174-5374	EDUCATION & EDUCATIONAL RESEARCH - SSCI	3.077	Q2	1.99
SOCIOLOGICAL METHODS & RESEARCH	0049-1241	1552-8294	SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI$SOCIOLOGY - SSCI	4.677	Q1	2.02
JUSTICE QUARTERLY	0741-8825	1745-9109	CRIMINOLOGY & PENOLOGY - SSCI	3.985	Q1	1.88
BEHAVIORAL MEDICINE	0896-4289	1940-4026	PSYCHIATRY - SSCI	3.879	Q2	0.74
Risk Management-An International Journal	1460-3799	1743-4637	SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI	2.560	Q2	1.24
Intensive and Critical Care Nursing	0964-3397	1532-4036	NURSING - SSCI	4.235	Q1	1.65
Language Teaching Research	1362-1688	1477-0954	EDUCATION & EDUCATIONAL RESEARCH - SSCI$LINGUISTICS - SSCI	3.401	Q1	2.29
INTERNATIONAL JOURNAL OF PHYSICAL DISTRIBUTION & LOGISTICS MANAGEMENT	0960-0035	1758-664X	MANAGEMENT - SSCI	7.290	Q1	1.40
BRITISH JOURNAL OF GUIDANCE & COUNSELLING	0306-9885	1469-3534	PSYCHOLOGY, APPLIED - SSCI	1.125	Q4	0.32
Environment and Planning E-Nature and Space	2514-8486	2514-8494	ENVIRONMENTAL STUDIES - SSCI$GEOGRAPHY - SSCI	3.758	Q2	0.95
MANAGEMENT LEARNING	1350-5076	1461-7307	MANAGEMENT - SSCI	3.738	Q3	0.84
JOURNAL OF SOCIAL POLICY	0047-2794	1469-7823	PUBLIC ADMINISTRATION - SSCI$SOCIAL ISSUES - SSCI$SOCIAL WORK - SSCI	2.654	Q1	1.52
CRITICAL INQUIRY	0093-1896	1539-7858	CULTURAL STUDIES - SSCI	1.944	Q1	1.27
Journal of Competitiveness	1804-171X	1804-1728	BUSINESS - SSCI$ECONOMICS - SSCI$MANAGEMENT - SSCI	3.850	Q1	1.36
Journal of African Cultural Studies	1369-6815	1469-9346	CULTURAL STUDIES - SSCI	1.145	Q2	0.86
International Journal of Strategic Property Management	1648-715X	1648-9179	MANAGEMENT - SSCI	2.591	Q4	0.60
International Review of Economics Education	1477-3880	2352-4421	ECONOMICS - SSCI$EDUCATION & EDUCATIONAL RESEARCH - SSCI	0.782	Q4	0.55
Journal of Intelligence	N/A	2079-3200	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	3.176	Q2	0.72
Advances in Skin & Wound Care	1527-7941	1538-8654	NURSING - SSCI	2.373	Q2	0.84
MANAGERIAL AND DECISION ECONOMICS	0143-6570	1099-1468	ECONOMICS - SSCI$MANAGEMENT - SSCI	1.379	Q3	0.35
SOCIOLOGICAL PERSPECTIVES	0731-1214	1533-8673	SOCIOLOGY - SSCI	1.780	Q3	0.80
Journal of Positive Psychology	1743-9760	1743-9779	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	4.290	Q1	1.19
JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS	0162-3257	1573-3432	PSYCHOLOGY, DEVELOPMENTAL - SSCI	4.345	Q2	1.21
Holistic Nursing Practice	0887-9311	1550-5138	NURSING - SSCI	1.226	Q4	0.48
Cognition	0010-0277	1873-7838	PSYCHOLOGY, EXPERIMENTAL - SSCI	4.011	Q1	1.19
JOURNAL OF STRATEGIC INFORMATION SYSTEMS	0963-8687	1873-1198	INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI$MANAGEMENT - SSCI	14.682	Q1	2.61
Emerging Markets Review	1566-0141	1873-6173	BUSINESS, FINANCE - SSCI$ECONOMICS - SSCI	4.359	Q1	1.48
DATA BASE FOR ADVANCES IN INFORMATION SYSTEMS	0095-0033	N/A	INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI	1.854	Q3	0.49
HISPANIC JOURNAL OF BEHAVIORAL SCIENCES	0739-9863	1552-6364	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	1.033	Q4	0.35
PSYCHOLOGY IN THE SCHOOLS	0033-3085	1520-6807	PSYCHOLOGY, EDUCATIONAL - SSCI	1.923	Q3	0.61
MEDICAL DECISION MAKING	0272-989X	1552-681X	HEALTH POLICY & SERVICES - SSCI	2.749	Q3	0.78
ERDE	0013-9998	0013-9998	GEOGRAPHY - SSCI	1.257	Q4	0.36
JOURNAL OF CRIMINAL LAW & CRIMINOLOGY	0091-4169	2160-0325	CRIMINOLOGY & PENOLOGY - SSCI$LAW - SSCI	2.184	Q1	1.54
PSYCHIATRIC CLINICS OF NORTH AMERICA	0193-953X	1558-3147	PSYCHIATRY - SSCI	2.832	Q3	0.81
RAND JOURNAL OF ECONOMICS	0741-6261	1756-2171	ECONOMICS - SSCI	2.250	Q2	0.77
International Journal of Retail & Distribution Management	0959-0552	1758-6690	BUSINESS - SSCI$MANAGEMENT - SSCI	4.743	Q2	0.96
Career Development and Transition for Exceptional Individuals	2165-1434	2165-1442	EDUCATION, SPECIAL - SSCI$REHABILITATION - SSCI	2.764	Q1	1.04
Climate Change Economics	2010-0078	2010-0086	ECONOMICS - SSCI$ENVIRONMENTAL STUDIES - SSCI	1.341	Q3	0.41
SOCIAL & LEGAL STUDIES	0964-6639	1461-7390	CRIMINOLOGY & PENOLOGY - SSCI$LAW - SSCI$SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI	1.790	Q2	1.25
CRITICAL REVIEW	0891-3811	1933-8007	POLITICAL SCIENCE - SSCI	1.485	Q3	0.50
TRENDS IN COGNITIVE SCIENCES	1364-6613	1879-307X	PSYCHOLOGY, EXPERIMENTAL - SSCI	24.482	Q1	2.22
Contemporary Southeast Asia	0129-797X	1793-284X	AREA STUDIES - SSCI$INTERNATIONAL RELATIONS - SSCI$POLITICAL SCIENCE - SSCI	1.114	Q3	0.95
Journal of Personnel Psychology	1866-5888	2190-5150	PSYCHOLOGY, APPLIED - SSCI	1.625	Q4	0.40
Journal of Computer-Mediated Communication	1083-6101	1083-6101	COMMUNICATION - SSCI$INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI	7.432	Q1	2.40
JOURNAL OF DEVELOPMENT ECONOMICS	0304-3878	1872-6089	ECONOMICS - SSCI	4.277	Q1	1.56
Applied Economic Perspectives and Policy	2040-5790	2040-5804	ECONOMICS - SSCI	4.890	Q1	1.93
PSYCHE-ZEITSCHRIFT FUR PSYCHOANALYSE UND IHRE ANWENDUNGEN	0033-2623	N/A	PSYCHOLOGY, PSYCHOANALYSIS - SSCI	0.386	Q3	0.81
JOURNAL OF EMPLOYMENT COUNSELING	0022-0787	2161-1920	PSYCHOLOGY, APPLIED - SSCI	2.238	Q3	0.44
Social Movement Studies	1474-2837	1474-2829	POLITICAL SCIENCE - SSCI$SOCIOLOGY - SSCI	2.748	Q2	1.30
WORK EMPLOYMENT AND SOCIETY	0950-0170	1469-8722	ECONOMICS - SSCI$INDUSTRIAL RELATIONS & LABOR - SSCI$SOCIOLOGY - SSCI	4.249	Q1	1.75
URBAN GEOGRAPHY	0272-3638	1938-2847	GEOGRAPHY - SSCI$URBAN STUDIES - SSCI	3.563	Q2	1.29
INTERNATIONAL JOURNAL OF OFFENDER THERAPY AND COMPARATIVE CRIMINOLOGY	0306-624X	1552-6933	CRIMINOLOGY & PENOLOGY - SSCI$PSYCHOLOGY, APPLIED - SSCI	1.645	Q3	0.63
Feminist Criminology	1557-0851	1557-086X	CRIMINOLOGY & PENOLOGY - SSCI	2.726	Q2	1.27
Psychology Research and Behavior Management	1179-1578	1179-1578	PSYCHOLOGY, CLINICAL - SSCI$PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	3.974	Q2	0.90
JOURNAL OF LAW ECONOMICS & ORGANIZATION	8756-6222	1465-7341	ECONOMICS - SSCI$LAW - SSCI	1.324	Q3	1.11
CHILD MALTREATMENT	1077-5595	1552-6119	FAMILY STUDIES - SSCI$SOCIAL WORK - SSCI	3.950	Q1	1.26
CULTURE MEDICINE AND PSYCHIATRY	0165-005X	1573-076X	ANTHROPOLOGY - SSCI$PSYCHIATRY - SSCI$SOCIAL SCIENCES, BIOMEDICAL - SSCI	2.333	Q1	0.74
INTERNATIONAL JOURNAL OF MIDDLE EAST STUDIES	0020-7438	1471-6380	AREA STUDIES - SSCI	1.130	Q3	0.90
Journal of Public Child Welfare	1554-8732	1554-8740	SOCIAL WORK - SSCI	1.307	Q4	0.66
PUBLIC ADMINISTRATION	0033-3298	1467-9299	POLITICAL SCIENCE - SSCI$PUBLIC ADMINISTRATION - SSCI	4.013	Q1	1.52
JOURNAL OF CRIMINAL JUSTICE	0047-2352	1873-6203	CRIMINOLOGY & PENOLOGY - SSCI	5.009	Q1	1.92
Journal of Policy and Practice in Intellectual Disabilities	1741-1122	1741-1130	HEALTH POLICY & SERVICES - SSCI$REHABILITATION - SSCI	2.084	Q2	0.73
Environmental Communication-A Journal of Nature and Culture	1752-4032	1752-4040	COMMUNICATION - SSCI$ENVIRONMENTAL STUDIES - SSCI	3.389	Q2	0.91
JOURNAL OF CONTEMPORARY HISTORY	0022-0094	1461-7250	HISTORY - SSCI	0.670	Q2	1.89
AMERICAN REVIEW OF PUBLIC ADMINISTRATION	0275-0740	1552-3357	PUBLIC ADMINISTRATION - SSCI	4.929	Q1	1.56
AREA	0004-0894	1475-4762	GEOGRAPHY - SSCI	2.057	Q3	0.96
HEALTH & PLACE	1353-8292	1873-2054	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	4.931	Q1	1.22
INTERNATIONAL REVIEW OF ADMINISTRATIVE SCIENCES	0020-8523	1461-7226	PUBLIC ADMINISTRATION - SSCI	2.397	Q3	0.99
INTERNATIONAL SOCIAL WORK	0020-8728	1461-7234	SOCIAL WORK - SSCI	2.071	Q2	1.00
AJIDD-American Journal on Intellectual and Developmental Disabilities	1944-7515	1944-7558	EDUCATION, SPECIAL - SSCI$REHABILITATION - SSCI	2.297	Q2	1.13
SOCIOLOGY OF RELIGION	1069-4404	1759-8818	SOCIOLOGY - SSCI	3.421	Q1	4.44
REVISTA PANAMERICANA DE SALUD PUBLICA-PAN AMERICAN JOURNAL OF PUBLIC HEALTH	1020-4989	N/A	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	2.842	Q3	0.53
Nursing Philosophy	1466-7681	1466-769X	NURSING - SSCI	1.800	Q3	0.94
JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	0022-3514	1939-1315	PSYCHOLOGY, SOCIAL - SSCI	8.460	Q1	2.58
Pflege	1012-5302	1664-283X	NURSING - SSCI	1.317	Q4	0.57
NONPROFIT AND VOLUNTARY SECTOR QUARTERLY	0899-7640	1552-7395	SOCIAL ISSUES - SSCI	3.348	Q1	1.34
JOURNAL OF TEACHER EDUCATION	0022-4871	1552-7816	EDUCATION & EDUCATIONAL RESEARCH - SSCI	4.130	Q1	2.44
ECOLOGY LAW QUARTERLY	0046-1121	0046-1121	ENVIRONMENTAL STUDIES - SSCI$LAW - SSCI	0.575	Q4	0.44
PHONETICA	0031-8388	1423-0321	LINGUISTICS - SSCI	1.324	Q2	1.10
Utilities Policy	0957-1787	1878-4356	ENVIRONMENTAL STUDIES - SSCI	3.247	Q3	0.54
JOURNAL OF ETHNIC AND MIGRATION STUDIES	1369-183X	1469-9451	DEMOGRAPHY - SSCI$ETHNIC STUDIES - SSCI	3.530	Q1	1.87
Malaysian Journal of Library & Information Science	1394-6234	1394-6234	INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI	1.475	Q3	0.37
JOURNAL OF APPLIED COMMUNICATION RESEARCH	0090-9882	1479-5752	COMMUNICATION - SSCI	2.462	Q3	0.95
JOURNAL OF ABNORMAL PSYCHOLOGY	0021-843X	1939-1846	PSYCHIATRY - SSCI$PSYCHOLOGY, CLINICAL - SSCI	7.507	Q1	2.06
Early Years	0957-5146	1472-4421	EDUCATION & EDUCATIONAL RESEARCH - SSCI	1.069	Q4	0.56
Chemistry Education Research and Practice	1109-4028	1756-1108	EDUCATION & EDUCATIONAL RESEARCH - SSCI	3.367	Q2	1.80
Journal of Korean Academy of Nursing	2005-3673	2093-758X	NURSING - SSCI	1.277	Q4	0.49
Behavioral Psychology-Psicologia Conductual	1132-9483	1132-9483	PSYCHOLOGY, CLINICAL - SSCI	1.111	Q4	0.28
JOURNAL OF GENETIC PSYCHOLOGY	0022-1325	1940-0896	PSYCHOLOGY, DEVELOPMENTAL - SSCI$PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	1.333	Q4	0.43
AGEING & SOCIETY	0144-686X	1469-1779	GERONTOLOGY - SSCI	3.718	Q2	0.99
JOURNAL OF CLASSIFICATION	0176-4268	1432-1343	PSYCHOLOGY, MATHEMATICAL - SSCI	1.333	Q4	0.51
International Journal of Sport Finance	1558-6235	1930-076X	HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI	1.000	Q4	0.24
MEDICAL ANTHROPOLOGY QUARTERLY	0745-5194	1548-1387	ANTHROPOLOGY - SSCI$PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI$SOCIAL SCIENCES, BIOMEDICAL - SSCI	2.761	Q1	0.93
Sport in Society	1743-0437	1743-0445	HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI$SOCIOLOGY - SSCI	1.578	Q3	0.56
International Journal of Forensic Mental Health	1499-9013	1932-9903	CRIMINOLOGY & PENOLOGY - SSCI$PSYCHIATRY - SSCI	0.922	Q4	0.37
Journal of Studies on Alcohol and Drugs	1937-1888	1938-4114	SUBSTANCE ABUSE - SSCI	3.346	Q3	0.87
Estudios de Psicologia	0210-9395	1579-3699	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	0.923	Q4	0.25
Dutch Crossing-Journal of Low Countries Studies	0309-6564	1759-7854	HISTORY - SSCI	0.409	Q3	0.84
Emotion Review	1754-0739	1754-0747	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	7.345	Q1	2.00
Psychoanalytic Study of the Child	0079-7308	N/A	PSYCHOLOGY, PSYCHOANALYSIS - SSCI	0.333	Q4	0.47
INTERACTING WITH COMPUTERS	0953-5438	1873-7951	ERGONOMICS - SSCI	1.623	Q4	0.30
Child and Adolescent Social Work Journal	0738-0151	1573-2797	SOCIAL WORK - SSCI	1.744	Q3	0.86
Early Child Development and Care	0300-4430	1476-8275	EDUCATION & EDUCATIONAL RESEARCH - SSCI$PSYCHOLOGY, DEVELOPMENTAL - SSCI	1.206	Q4	0.55
ETHICS	0014-1704	1539-297X	ETHICS - SSCI	4.438	Q1	2.26
ANTHROPOLOGY & EDUCATION QUARTERLY	0161-7761	1548-1492	ANTHROPOLOGY - SSCI$EDUCATION & EDUCATIONAL RESEARCH - SSCI	1.550	Q2	0.75
Language and Linguistics	1606-822X	2309-5067	LINGUISTICS - SSCI	0.348	Q4	0.25
ZEITSCHRIFT FUR BIBLIOTHEKSWESEN UND BIBLIOGRAPHIE	0044-2380	1864-2950	INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI	0.162	Q4	0.06
SERIALS REVIEW	0098-7913	1879-095X	INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI	0.351	Q4	0.11
INTERNATIONAL STUDIES QUARTERLY	0020-8833	1468-2478	INTERNATIONAL RELATIONS - SSCI$POLITICAL SCIENCE - SSCI	2.799	Q1	1.49
SOTSIOLOGICHESKIE ISSLEDOVANIYA	0132-1625	0132-1625	SOCIOLOGY - SSCI	0.548	Q4	0.23
Australasian Journal of Environmental Management	1448-6563	2159-5356	ENVIRONMENTAL STUDIES - SSCI	2.617	Q3	0.47
JOURNAL OF COMPUTER ASSISTED LEARNING	0266-4909	1365-2729	EDUCATION & EDUCATIONAL RESEARCH - SSCI	3.761	Q1	2.01
SCHOOL PSYCHOLOGY REVIEW	N/A	2372-966X	PSYCHOLOGY, EDUCATIONAL - SSCI	2.136	Q3	0.77
TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR	1369-8478	1873-5517	PSYCHOLOGY, APPLIED - SSCI$TRANSPORTATION - SSCI	4.349	Q2	1.09
Journal of Individual Differences	1614-0001	2151-2299	PSYCHOLOGY, SOCIAL - SSCI	2.608	Q3	0.65
Journal of Behavioral Finance	1542-7560	1542-7579	BUSINESS, FINANCE - SSCI$ECONOMICS - SSCI	1.798	Q3	0.55
Violence and Victims	0886-6708	1945-7073	CRIMINOLOGY & PENOLOGY - SSCI	1.317	Q4	0.56
Tourism Management Perspectives	2211-9736	2211-9744	HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI$MANAGEMENT - SSCI	7.608	Q1	1.87
HARVARD LAW REVIEW	0017-811X	2161-976X	LAW - SSCI	6.032	Q1	4.04
FORUM DER PSYCHOANALYSE	0178-7667	1437-0751	PSYCHOLOGY, PSYCHOANALYSIS - SSCI	0.340	Q4	0.56
CULTURAL CRITIQUE	0882-4371	1460-2458	CULTURAL STUDIES - SSCI	0.169	Q4	0.14
Central European Journal of Public Health	1210-7778	1803-1048	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	1.154	Q4	0.32
ETHNOS	0014-1844	1469-588X	ANTHROPOLOGY - SSCI	1.934	Q2	0.85
Water Resources and Economics	2212-4284	2212-4284	ECONOMICS - SSCI$ENVIRONMENTAL STUDIES - SSCI	2.848	Q2	0.75
CURRENT PSYCHOLOGY	1046-1310	1936-4733	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	2.387	Q2	0.73
Geografie	N/A	1212-0014	GEOGRAPHY - SSCI	1.500	Q4	0.42
Itinerario-International Journal on the History of European Expansion and Global Interaction	0165-1153	2041-2827	HISTORY - SSCI	0.200	Q4	1.02
ReCALL	0958-3440	1474-0109	EDUCATION & EDUCATIONAL RESEARCH - SSCI$LINGUISTICS - SSCI	4.235	Q1	3.23
Methodology-European Journal of Research Methods for the Behavioral and Social Sciences	1614-1881	1614-2241	PSYCHOLOGY, MATHEMATICAL - SSCI$SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI	1.975	Q3	0.53
Review of Network Economics	2194-5993	1446-9022	ECONOMICS - SSCI	0.083	Q4	0.10
BEHAVIOURAL AND COGNITIVE PSYCHOTHERAPY	1352-4658	1469-1833	PSYCHOLOGY, CLINICAL - SSCI	2.467	Q3	0.64
VANDERBILT LAW REVIEW	0042-2533	1942-9886	LAW - SSCI	2.092	Q1	2.11
EXPERIMENTAL ECONOMICS	1386-4157	1573-6938	ECONOMICS - SSCI	2.387	Q2	0.85
JOURNAL OF FINANCIAL INTERMEDIATION	1042-9573	1096-0473	BUSINESS, FINANCE - SSCI	5.979	Q1	2.13
SOCIOLOGISK FORSKNING	0038-0342	0038-0342	SOCIOLOGY - SSCI	0.655	Q4	0.28
TECHNICAL COMMUNICATION	0049-3155	N/A	COMMUNICATION - SSCI	0.875	Q4	0.22
Politix	0295-2319	1953-8286	POLITICAL SCIENCE - SSCI	0.388	Q4	0.05
IDS BULLETIN-INSTITUTE OF DEVELOPMENT STUDIES	0265-5012	1759-5436	AREA STUDIES - SSCI$DEVELOPMENT STUDIES - SSCI	0.862	Q3	0.41
POLICY STUDIES JOURNAL	0190-292X	1541-0072	POLITICAL SCIENCE - SSCI$PUBLIC ADMINISTRATION - SSCI	4.775	Q1	2.26
CITIES	0264-2751	1873-6084	URBAN STUDIES - SSCI	6.077	Q1	2.05
Sexual and Reproductive Health Matters	N/A	2641-0397	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	5.732	Q1	0.58
Disability and Health Journal	1936-6574	1876-7583	HEALTH POLICY & SERVICES - SSCI$PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI$REHABILITATION - SSCI	4.615	Q1	1.23
Southeast European and Black Sea Studies	1468-3857	1743-9639	AREA STUDIES - SSCI	2.516	Q1	2.21
Feministische Studien	0723-5186	2365-9920	WOMENS STUDIES - SSCI	0.042	Q4	0.25
Sociology of Race and Ethnicity	2332-6492	2332-6505	ETHNIC STUDIES - SSCI$SOCIOLOGY - SSCI	3.221	Q1	1.49
Journal of Early Childhood Literacy	1468-7984	1741-2919	EDUCATION & EDUCATIONAL RESEARCH - SSCI	2.227	Q3	1.41
Econ Journal Watch	1933-527X	1933-527X	ECONOMICS - SSCI	0.720	Q4	0.09
BMC Psychology	N/A	2050-7283	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	2.588	Q2	0.78
PSYCHOLOGY OF SPORT AND EXERCISE	1469-0292	1878-5476	HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI$PSYCHOLOGY, APPLIED - SSCI	5.118	Q2	1.32
PSYCHO-ONCOLOGY	1057-9249	1099-1611	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI$SOCIAL SCIENCES, BIOMEDICAL - SSCI	3.955	Q2	0.89
DRUSTVENA ISTRAZIVANJA	1330-0288	1330-0288	SOCIAL ISSUES - SSCI$SOCIOLOGY - SSCI	0.467	Q4	0.22
NURSING RESEARCH	0029-6562	1538-9847	NURSING - SSCI	2.364	Q2	1.12
European Physical Education Review	1356-336X	1741-2749	EDUCATION & EDUCATIONAL RESEARCH - SSCI	3.675	Q1	2.14
Global Health-Science and Practice	2169-575X	2169-575X	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	3.409	Q2	0.73
TELECOMMUNICATIONS POLICY	0308-5961	1879-3258	COMMUNICATION - SSCI$INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI	4.497	Q1	1.38
PSYCHOLOGICAL SCIENCE	0956-7976	1467-9280	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	10.172	Q1	2.68
I-Perception	2041-6695	2041-6695	PSYCHOLOGY, EXPERIMENTAL - SSCI	1.492	Q4	0.56
JOURNAL OF HISTORICAL GEOGRAPHY	0305-7488	1095-8614	GEOGRAPHY - SSCI$HISTORY OF SOCIAL SCIENCES - SSCI	1.031	Q2	1.06
B E Journal of Economic Analysis & Policy	2194-6108	1935-1682	ECONOMICS - SSCI	0.905	Q4	0.24
Andamios	1870-0063	N/A	SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI	0.303	Q4	0.09
Health and Human Rights	1079-0969	2150-4113	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	2.280	Q3	0.44
ENERGY JOURNAL	0195-6574	1944-9089	ECONOMICS - SSCI$ENVIRONMENTAL STUDIES - SSCI	3.494	Q2	0.69
JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY	0005-7916	1873-7943	PSYCHIATRY - SSCI$PSYCHOLOGY, CLINICAL - SSCI	2.662	Q3	0.68
Geodetski Vestnik	0351-0271	1581-1328	GEOGRAPHY - SSCI	0.554	Q4	0.15
Scandinavian Journal of Occupational Therapy	1103-8128	1651-2014	REHABILITATION - SSCI	2.077	Q2	0.90
Occupational Therapy International	0966-7903	1557-0703	REHABILITATION - SSCI	1.565	Q3	0.55
PUBLIC OPINION QUARTERLY	0033-362X	1537-5331	COMMUNICATION - SSCI$POLITICAL SCIENCE - SSCI$SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI	4.122	Q1	2.24
HEALTH & SOCIAL WORK	0360-7283	1545-6854	SOCIAL WORK - SSCI	1.896	Q3	0.70
Journal of Evidence-Based Psychotherapies	2360-0853	N/A	PSYCHOLOGY, CLINICAL - SSCI	0.571	Q4	0.14
International Small Business Journal-Researching Entrepreneurship	0266-2426	1741-2870	BUSINESS - SSCI$MANAGEMENT - SSCI	6.413	Q2	1.30
Politikon	0258-9346	1470-1014	POLITICAL SCIENCE - SSCI	0.772	Q4	0.48
Telos	0090-6514	1940-459X	POLITICAL SCIENCE - SSCI$SOCIOLOGY - SSCI	0.122	Q4	0.14
Language Awareness	0965-8416	1747-7565	LINGUISTICS - SSCI	1.867	Q2	1.49
STUDIES IN COMPARATIVE INTERNATIONAL DEVELOPMENT	0039-3606	1936-6167	DEVELOPMENT STUDIES - SSCI$INTERNATIONAL RELATIONS - SSCI$POLITICAL SCIENCE - SSCI	2.591	Q2	1.07
European Journal of Health Psychology	2512-8442	2512-8450	PSYCHOLOGY, CLINICAL - SSCI	1.464	Q4	0.44
INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE	1365-8816	1362-3087	GEOGRAPHY - SSCI$INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI	5.152	Q1	1.36
Journal of Hospitality and Tourism Technology	1757-9880	1757-9899	HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI	5.576	Q2	0.95
UNIVERSITY OF CINCINNATI LAW REVIEW	0009-6881	1942-8391	LAW - SSCI	0.286	Q4	0.10
American Journal of Mens Health	1557-9883	1557-9891	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI	2.403	Q3	0.72
Journal of Family and Economic Issues	1058-0476	1573-3475	ECONOMICS - SSCI$FAMILY STUDIES - SSCI	2.163	Q2	0.81
HUMAN RESOURCE MANAGEMENT REVIEW	1053-4822	1873-7889	MANAGEMENT - SSCI	10.667	Q1	2.10
Journal of Empirical Finance	0927-5398	1879-1727	BUSINESS, FINANCE - SSCI$ECONOMICS - SSCI	3.025	Q2	1.02
JOURNAL OF MULTILINGUAL AND MULTICULTURAL DEVELOPMENT	0143-4632	1747-7557	LINGUISTICS - SSCI	1.961	Q2	1.72
JOURNAL OF FAMILY VIOLENCE	0885-7482	1573-2851	FAMILY STUDIES - SSCI$PSYCHOLOGY, CLINICAL - SSCI	2.897	Q2	1.04
MIT SLOAN MANAGEMENT REVIEW	1532-9194	1532-8937	BUSINESS - SSCI$MANAGEMENT - SSCI	4.627	Q2	0.41
JOURNAL OF MEMORY AND LANGUAGE	0749-596X	1096-0821	LINGUISTICS - SSCI$PSYCHOLOGY, EXPERIMENTAL - SSCI	4.521	Q1	1.76
BROOKINGS PAPERS ON ECONOMIC ACTIVITY	0007-2303	1533-4465	ECONOMICS - SSCI	7.914	Q1	2.12
SWISS JOURNAL OF PSYCHOLOGY	1421-0185	1662-0879	PSYCHOLOGY, MULTIDISCIPLINARY - SSCI	1.037	Q4	0.38
Investment Analysts Journal	1029-3523	2077-0227	BUSINESS, FINANCE - SSCI	0.925	Q4	0.36
ENVIRONMENTAL & RESOURCE ECONOMICS	0924-6460	1573-1502	ECONOMICS - SSCI$ENVIRONMENTAL STUDIES - SSCI	4.955	Q1	1.21
International Journal of Nursing Practice	1322-7114	1440-172X	NURSING - SSCI	2.226	Q2	1.02
JOURNAL OF PEASANT STUDIES	0306-6150	1743-9361	ANTHROPOLOGY - SSCI$DEVELOPMENT STUDIES - SSCI	5.333	Q1	2.61
Electronic Commerce Research	1389-5753	1572-9362	BUSINESS - SSCI$MANAGEMENT - SSCI	3.462	Q3	0.78
Engineering Studies	1937-8629	1940-8374	HISTORY & PHILOSOPHY OF SCIENCE - SSCI	2.286	Q1	0.92
JOURNAL OF FAMILY THERAPY	0163-4445	1467-6427	FAMILY STUDIES - SSCI$PSYCHOLOGY, CLINICAL - SSCI	1.836	Q3	0.50
Historia Agraria	1139-1472	2340-3659	HISTORY - SSCI	0.773	Q2	1.29
LIBRARY RESOURCES & TECHNICAL SERVICES	0024-2527	2159-9610	INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI	0.433	Q4	0.12
Tijdschrift voor Rechtsgeschiedenis-Revue d Histoire du Droit-The Legal History Review	0040-7585	N/A	HISTORY - SSCI$LAW - SSCI	0.146	Q4	0.15
JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY	0021-9630	1469-7610	PSYCHIATRY - SSCI$PSYCHOLOGY, DEVELOPMENTAL - SSCI	8.265	Q1	1.78
